,date,away_team,home_team,away_points,home_points,season,regular_season,away_team_id,home_team_id
1331,20190707,MIA,ATL,3,4,0,1,5,4
1332,20190707,CLE,CIN,11,1,0,1,24,27
1333,20190707,SDN,LAN,5,3,0,1,17,19
1334,20190707,PHI,NYN,8,3,0,1,29,16
1335,20190707,MIL,PIT,5,6,0,1,2,7
1336,20190707,SLN,SFN,0,1,0,1,20,0
1337,20190707,KCA,WAS,2,5,0,1,10,23
1338,20190707,CHN,CHA,1,3,0,1,15,18
1339,20190707,BOS,DET,6,3,0,1,22,3
1340,20190707,ANA,HOU,10,11,0,1,12,26
1341,20190707,TEX,MIN,4,1,0,1,25,9
1342,20190707,OAK,SEA,7,4,0,1,28,11
1343,20190707,NYA,TBA,1,2,0,1,1,21
1344,20190707,BAL,TOR,1,6,0,1,8,13
1345,20190711,HOU,TEX,0,5,0,1,26,25
1346,20190712,PIT,CHN,3,4,0,1,7,15
1347,20190712,CIN,COL,2,3,0,1,27,14
1348,20190712,NYN,MIA,4,8,0,1,16,5
1349,20190712,SFN,MIL,10,7,0,1,0,2
1350,20190712,WAS,PHI,4,0,0,1,23,29
1351,20190712,ATL,SDN,5,3,0,1,4,17
1352,20190712,ARI,SLN,4,2,0,1,6,20
1353,20190712,SEA,ANA,0,13,0,1,11,12
1354,20190712,TBA,BAL,16,4,0,1,21,8
1355,20190712,LAN,BOS,1,8,0,1,19,22
1356,20190712,MIN,CLE,5,3,0,1,9,24
1357,20190712,DET,KCA,5,8,0,1,3,10
1358,20190712,TOR,NYA,0,4,0,1,13,1
1359,20190712,CHA,OAK,1,5,0,1,18,28
1360,20190712,HOU,TEX,8,9,0,1,26,25
1361,20190713,PIT,CHN,4,10,0,1,7,15
1362,20190713,CIN,COL,17,9,0,1,27,14
1363,20190713,NYN,MIA,4,2,0,1,16,5
1364,20190713,SFN,MIL,4,5,0,1,0,2
1365,20190713,WAS,PHI,4,3,0,1,23,29
1366,20190713,ATL,SDN,7,5,0,1,4,17
1367,20190713,ARI,SLN,2,4,0,1,6,20
1368,20190713,SEA,ANA,2,9,0,1,11,12
1369,20190713,TBA,BAL,1,2,0,1,21,8
1370,20190713,TBA,BAL,12,4,0,1,21,8
1371,20190713,LAN,BOS,11,2,0,1,19,22
1372,20190713,MIN,CLE,6,2,0,1,9,24
1373,20190713,DET,KCA,1,4,0,1,3,10
1374,20190713,TOR,NYA,2,1,0,1,13,1
1375,20190713,CHA,OAK,2,13,0,1,18,28
1376,20190713,HOU,TEX,7,6,0,1,26,25
1377,20190714,PIT,CHN,3,8,0,1,7,15
1378,20190714,CIN,COL,9,10,0,1,27,14
1379,20190714,NYN,MIA,6,2,0,1,16,5
1380,20190714,SFN,MIL,8,3,0,1,0,2
1381,20190714,WAS,PHI,3,4,0,1,23,29
1382,20190714,ATL,SDN,4,1,0,1,4,17
1383,20190714,ARI,SLN,2,5,0,1,6,20
1384,20190714,SEA,ANA,3,6,0,1,11,12
1385,20190714,TBA,BAL,4,1,0,1,21,8
1386,20190714,LAN,BOS,7,4,0,1,19,22
1387,20190714,MIN,CLE,3,4,0,1,9,24
1388,20190714,DET,KCA,12,8,0,1,3,10
1389,20190714,TOR,NYA,2,4,0,1,13,1
1390,20190714,CHA,OAK,2,3,0,1,18,28
1391,20190714,HOU,TEX,12,4,0,1,26,25
1392,20190715,CIN,CHN,6,3,0,1,27,15
1393,20190715,SFN,COL,19,2,0,1,0,14
1394,20190715,SFN,COL,2,1,0,1,0,14
1395,20190715,ATL,MIL,4,2,0,1,4,2
1396,20190715,LAN,PHI,16,2,0,1,19,29
1397,20190715,PIT,SLN,0,7,0,1,7,20
1398,20190715,HOU,ANA,6,9,0,1,26,12
1399,20190715,TOR,BOS,8,10,0,1,13,22
1400,20190715,DET,CLE,6,8,0,1,3,24
1401,20190715,CHA,KCA,2,5,0,1,18,10
1402,20190715,TBA,NYA,5,4,0,1,21,1
1403,20190716,CIN,CHN,3,4,0,1,27,15
1404,20190716,SFN,COL,8,4,0,1,0,14
1405,20190716,SDN,MIA,7,12,0,1,17,5
1406,20190716,ATL,MIL,1,13,0,1,4,2
1407,20190716,LAN,PHI,8,9,0,1,19,29
1408,20190716,PIT,SLN,3,1,0,1,7,20
1409,20190716,HOU,ANA,2,7,0,1,26,12
1410,20190716,WAS,BAL,8,1,0,1,23,8
1411,20190716,TOR,BOS,10,4,0,1,13,22
1412,20190716,DET,CLE,0,8,0,1,3,24
1413,20190716,CHA,KCA,0,11,0,1,18,10
1414,20190716,NYN,MIN,3,2,0,1,16,9
1415,20190716,TBA,NYA,3,8,0,1,21,1
1416,20190716,SEA,OAK,2,9,0,1,11,28
1417,20190716,ARI,TEX,9,2,0,1,6,25
1418,20190717,CIN,CHN,2,5,0,1,27,15
1419,20190717,SFN,COL,11,8,0,1,0,14
1420,20190717,SDN,MIA,3,2,0,1,17,5
1421,20190717,ATL,MIL,4,5,0,1,4,2
1422,20190717,LAN,PHI,7,2,0,1,19,29
1423,20190717,PIT,SLN,5,6,0,1,7,20
1424,20190717,HOU,ANA,11,2,0,1,26,12
1425,20190717,WAS,BAL,2,9,0,1,23,8
1426,20190717,TOR,BOS,4,5,0,1,13,22
1427,20190717,DET,CLE,2,7,0,1,3,24
1428,20190717,CHA,KCA,5,7,0,1,18,10
1429,20190717,NYN,MIN,14,4,0,1,16,9
1430,20190717,SEA,OAK,2,10,0,1,11,28
1431,20190717,ARI,TEX,19,4,0,1,6,25
1432,20190718,MIL,ARI,5,1,0,1,2,6
1433,20190718,WAS,ATL,13,4,0,1,23,4
1434,20190718,SLN,CIN,7,4,0,1,20,27
1435,20190718,SDN,MIA,3,4,0,1,17,5
1436,20190718,LAN,PHI,6,7,0,1,19,29
1437,20190718,NYN,SFN,2,3,0,1,16,0
1438,20190718,HOU,ANA,6,2,0,1,26,12
1439,20190718,TOR,BOS,0,5,0,1,13,22
1440,20190718,DET,CLE,3,6,0,1,3,24
1441,20190718,CHA,KCA,5,6,0,1,18,10
1442,20190718,OAK,MIN,3,6,0,1,28,9
1443,20190718,TBA,NYA,2,6,0,1,21,1
1444,20190718,TBA,NYA,1,5,0,1,21,1
1445,20190719,MIL,ARI,7,10,0,1,2,6
1446,20190719,WAS,ATL,3,4,0,1,23,4
1447,20190719,SDN,CHN,5,6,0,1,17,15
1448,20190719,SLN,CIN,12,11,0,1,20,27
1449,20190719,MIA,LAN,1,2,0,1,5,19
1450,20190719,PHI,PIT,6,1,0,1,29,7
1451,20190719,NYN,SFN,0,1,0,1,16,0
1452,20190719,BOS,BAL,2,11,0,1,22,8
1453,20190719,KCA,CLE,5,10,0,1,10,24
1454,20190719,TOR,DET,12,1,0,1,13,3
1455,20190719,TEX,HOU,3,4,0,1,25,26
1456,20190719,OAK,MIN,5,3,0,1,28,9
1457,20190719,COL,NYA,2,8,0,1,14,1
1458,20190719,ANA,SEA,0,10,0,1,12,11
1459,20190719,CHA,TBA,9,2,0,1,18,21
1460,20190720,MIL,ARI,8,3,0,1,2,6
1461,20190720,WAS,ATL,5,3,0,1,23,4
1462,20190720,SDN,CHN,5,6,0,1,17,15
1463,20190720,SLN,CIN,2,3,0,1,20,27
1464,20190720,MIA,LAN,6,10,0,1,5,19
1465,20190720,PHI,PIT,1,5,0,1,29,7
1466,20190720,NYN,SFN,11,4,0,1,16,0
1467,20190720,BOS,BAL,17,6,0,1,22,8
1468,20190720,KCA,CLE,1,0,0,1,10,24
1469,20190720,TOR,DET,7,5,0,1,13,3
1470,20190720,TEX,HOU,1,6,0,1,25,26
1471,20190720,OAK,MIN,5,4,0,1,28,9
1472,20190720,COL,NYA,5,11,0,1,14,1
1473,20190720,ANA,SEA,6,2,0,1,12,11
1474,20190720,CHA,TBA,2,1,0,1,18,21
1475,20190721,MIL,ARI,7,4,0,1,2,6
1476,20190721,WAS,ATL,1,7,0,1,23,4
1477,20190721,SDN,CHN,5,1,0,1,17,15
1478,20190721,SLN,CIN,3,1,0,1,20,27
1479,20190721,MIA,LAN,0,9,0,1,5,19
1480,20190721,PHI,PIT,2,1,0,1,29,7
1481,20190721,NYN,SFN,2,3,0,1,16,0
1482,20190721,BOS,BAL,0,5,0,1,22,8
1483,20190721,KCA,CLE,4,5,0,1,10,24
1484,20190721,TOR,DET,3,4,0,1,13,3
1485,20190721,TEX,HOU,3,5,0,1,25,26
1486,20190721,OAK,MIN,6,7,0,1,28,9
1487,20190721,COL,NYA,8,4,0,1,14,1
1488,20190721,ANA,SEA,9,3,0,1,12,11
1489,20190721,CHA,TBA,2,4,0,1,18,21
1490,20190722,BAL,ARI,3,6,0,1,8,6
1491,20190722,CIN,MIL,6,5,0,1,27,2
1492,20190722,SLN,PIT,6,5,0,1,20,7
1493,20190722,CHN,SFN,4,5,0,1,15,0
1494,20190722,MIA,CHA,1,9,0,1,5,18
1495,20190722,OAK,HOU,1,11,0,1,28,26
1496,20190722,NYA,MIN,6,8,0,1,1,9
1497,20190722,TEX,SEA,3,7,0,1,25,11
1498,20190722,BOS,TBA,9,4,0,1,22,21
1499,20190722,CLE,TOR,7,3,0,1,24,13
1500,20190723,BAL,ARI,7,2,0,1,8,6
1501,20190723,KCA,ATL,5,4,0,1,10,4
1502,20190723,ANA,LAN,5,4,0,1,12,19
1503,20190723,CIN,MIL,14,6,0,1,27,2
1504,20190723,SDN,NYN,2,5,0,1,17,16
1505,20190723,SLN,PIT,4,3,0,1,20,7
1506,20190723,CHN,SFN,4,5,0,1,15,0
1507,20190723,COL,WAS,1,11,0,1,14,23
1508,20190723,MIA,CHA,5,1,0,1,5,18
1509,20190723,PHI,DET,3,2,0,1,29,3
1510,20190723,OAK,HOU,4,3,0,1,28,26
1511,20190723,NYA,MIN,14,12,0,1,1,9
1512,20190723,TEX,SEA,7,2,0,1,25,11
1513,20190723,BOS,TBA,5,4,0,1,22,21
1514,20190723,CLE,TOR,1,2,0,1,24,13
1515,20190724,BAL,ARI,2,5,0,1,8,6
1516,20190724,KCA,ATL,2,0,0,1,10,4
1517,20190724,ANA,LAN,3,2,0,1,12,19
1518,20190724,CIN,MIL,4,5,0,1,27,2
1519,20190724,SDN,NYN,7,2,0,1,17,16
1520,20190724,SLN,PIT,14,8,0,1,20,7
1521,20190724,CHN,SFN,4,1,0,1,15,0
1522,20190724,COL,WAS,2,3,0,1,14,23
1523,20190724,COL,WAS,0,2,0,1,14,23
1524,20190724,MIA,CHA,2,0,0,1,5,18
1525,20190724,PHI,DET,4,0,0,1,29,3
1526,20190724,OAK,HOU,2,4,0,1,28,26
1527,20190724,NYA,MIN,10,7,0,1,1,9
1528,20190724,TEX,SEA,3,5,0,1,25,11
1529,20190724,BOS,TBA,2,3,0,1,22,21
1530,20190724,CLE,TOR,4,0,0,1,24,13
1531,20190725,SDN,NYN,0,4,0,1,17,16
1532,20190725,SLN,PIT,6,3,0,1,20,7
1533,20190725,COL,WAS,8,7,0,1,14,23
1534,20190725,BAL,ANA,10,8,0,1,8,12
1535,20190725,NYA,BOS,3,19,0,1,1,22
1536,20190725,MIN,CHA,10,3,0,1,9,18
1537,20190725,CLE,KCA,5,4,0,1,24,10
1538,20190725,TEX,OAK,11,3,0,1,25,28
1539,20190725,DET,SEA,2,10,0,1,3,11
1540,20190726,COL,CIN,12,2,0,1,14,27
1541,20190726,ARI,MIA,2,3,0,1,6,5
1542,20190726,CHN,MIL,2,3,0,1,15,2
1543,20190726,PIT,NYN,3,6,0,1,7,16
1544,20190726,ATL,PHI,9,2,0,1,4,29
1545,20190726,SFN,SDN,2,1,0,1,0,17
1546,20190726,HOU,SLN,3,5,0,1,26,20
1547,20190726,LAN,WAS,4,2,0,1,19,23
1548,20190726,BAL,ANA,9,3,0,1,8,12
1549,20190726,NYA,BOS,5,10,0,1,1,22
1550,20190726,MIN,CHA,6,2,0,1,9,18
1551,20190726,CLE,KCA,8,3,0,1,24,10
1552,20190726,TEX,OAK,5,2,0,1,25,28
1553,20190726,DET,SEA,2,3,0,1,3,11
1554,20190726,TBA,TOR,3,1,0,1,21,13
1555,20190727,COL,CIN,1,3,0,1,14,27
1556,20190727,ARI,MIA,9,2,0,1,6,5
1557,20190727,CHN,MIL,3,5,0,1,15,2
1558,20190727,PIT,NYN,0,3,0,1,7,16
1559,20190727,ATL,PHI,15,7,0,1,4,29
1560,20190727,SFN,SDN,1,5,0,1,0,17
1561,20190727,HOU,SLN,8,2,0,1,26,20
1562,20190727,LAN,WAS,9,3,0,1,19,23
1563,20190727,BAL,ANA,8,7,0,1,8,12
1564,20190727,NYA,BOS,5,9,0,1,1,22
1565,20190727,MIN,CHA,1,5,0,1,9,18
1566,20190727,CLE,KCA,9,1,0,1,24,10
1567,20190727,TEX,OAK,4,5,0,1,25,28
1568,20190727,DET,SEA,1,8,0,1,3,11
1569,20190727,TBA,TOR,9,10,0,1,21,13
1570,20190728,COL,CIN,2,3,0,1,14,27
1571,20190728,ARI,MIA,1,5,0,1,6,5
1572,20190728,CHN,MIL,11,4,0,1,15,2
1573,20190728,PIT,NYN,7,8,0,1,7,16
1574,20190728,ATL,PHI,4,9,0,1,4,29
1575,20190728,SFN,SDN,7,6,0,1,0,17
1576,20190728,HOU,SLN,6,2,0,1,26,20
1577,20190728,LAN,WAS,4,11,0,1,19,23
1578,20190728,BAL,ANA,4,5,0,1,8,12
1579,20190728,NYA,BOS,9,6,0,1,1,22
1580,20190728,MIN,CHA,11,1,0,1,9,18
1581,20190728,CLE,KCA,6,9,0,1,24,10
1582,20190728,TEX,OAK,5,6,0,1,25,28
1583,20190728,DET,SEA,2,3,0,1,3,11
1584,20190728,TBA,TOR,10,9,0,1,21,13
1585,20190729,PIT,CIN,6,11,0,1,7,27
1586,20190729,LAN,COL,1,9,0,1,19,14
1587,20190729,ARI,MIA,6,11,0,1,6,5
1588,20190729,BAL,SDN,1,8,0,1,8,17
1589,20190729,ATL,WAS,3,6,0,1,4,23
1590,20190729,DET,ANA,7,2,0,1,3,12
1591,20190729,TOR,KCA,7,3,0,1,13,10
1592,20190730,PIT,CIN,11,4,0,1,7,27
1593,20190730,LAN,COL,9,4,0,1,19,14
1594,20190730,MIN,MIA,2,1,0,1,9,5
1595,20190730,SFN,PHI,2,4,0,1,0,29
1596,20190730,BAL,SDN,8,5,0,1,8,17
1597,20190730,CHN,SLN,1,2,0,1,15,20
1598,20190730,ATL,WAS,11,8,0,1,4,23
1599,20190730,DET,ANA,1,6,0,1,3,12
1600,20190730,TBA,BOS,6,5,0,1,21,22
1601,20190730,NYN,CHA,5,2,0,1,16,18
1602,20190730,HOU,CLE,2,0,0,1,26,24
1603,20190730,TOR,KCA,9,2,0,1,13,10
1604,20190730,ARI,NYA,4,2,0,1,6,1
1605,20190730,MIL,OAK,2,3,0,1,2,28
1606,20190730,SEA,TEX,8,5,0,1,11,25
1607,20190731,PIT,CIN,1,4,0,1,7,27
1608,20190731,LAN,COL,5,1,0,1,19,14
1609,20190731,MIN,MIA,7,4,0,1,9,5
1610,20190731,SFN,PHI,5,1,0,1,0,29
1611,20190731,CHN,SLN,2,0,0,1,15,20
1612,20190731,ATL,WAS,5,4,0,1,4,23
1613,20190731,DET,ANA,9,1,0,1,3,12
1614,20190731,TBA,BOS,8,5,0,1,21,22
1615,20190731,NYN,CHA,4,2,0,1,16,18
1616,20190731,HOU,CLE,4,10,0,1,26,24
1617,20190731,TOR,KCA,4,1,0,1,13,10
1618,20190731,ARI,NYA,5,7,0,1,6,1
1619,20190731,MIL,OAK,4,2,0,1,2,28
1620,20190731,SEA,TEX,7,9,0,1,11,25
1621,20190801,CIN,ATL,1,4,0,1,27,4
1622,20190801,SDN,LAN,2,8,0,1,17,19
1623,20190801,MIN,MIA,4,5,0,1,9,5
1624,20190801,SFN,PHI,2,10,0,1,0,29
1625,20190801,CHN,SLN,0,8,0,1,15,20
1626,20190801,TOR,BAL,11,2,0,1,13,8
1627,20190801,TBA,BOS,9,4,0,1,21,22
1628,20190801,NYN,CHA,4,0,0,1,16,18
1629,20190801,HOU,CLE,7,1,0,1,26,24
1630,20190801,MIL,OAK,3,5,0,1,2,28
1631,20190802,WAS,ARI,3,0,0,1,23,6
1632,20190802,CIN,ATL,5,2,0,1,27,4
1633,20190802,MIL,CHN,2,6,0,1,2,15
1634,20190802,SFN,COL,4,5,0,1,0,14
1635,20190802,SDN,LAN,5,2,0,1,17,19
1636,20190802,CHA,PHI,4,3,0,1,18,29
1637,20190802,NYN,PIT,4,8,0,1,16,7
1638,20190802,TOR,BAL,5,2,0,1,13,8
1639,20190802,ANA,CLE,3,7,0,1,12,24
1640,20190802,SEA,HOU,2,10,0,1,11,26
1641,20190802,KCA,MIN,9,11,0,1,10,9
1642,20190802,BOS,NYA,2,4,0,1,22,1
1643,20190802,DET,TEX,4,5,0,1,3,25
1644,20190803,WAS,ARI,7,18,0,1,23,6
1645,20190803,CIN,ATL,4,5,0,1,27,4
1646,20190803,MIL,CHN,1,4,0,1,2,15
1647,20190803,SFN,COL,6,5,0,1,0,14
1648,20190803,SDN,LAN,1,4,0,1,17,19
1649,20190803,CHA,PHI,2,3,0,1,18,29
1650,20190803,NYN,PIT,7,5,0,1,16,7
1651,20190803,TOR,BAL,4,6,0,1,13,8
1652,20190803,ANA,CLE,2,7,0,1,12,24
1653,20190803,SEA,HOU,0,9,0,1,11,26
1654,20190803,KCA,MIN,3,11,0,1,10,9
1655,20190803,BOS,NYA,2,9,0,1,22,1
1656,20190803,BOS,NYA,4,6,0,1,22,1
1657,20190803,SLN,OAK,3,8,0,1,20,28
1658,20190803,MIA,TBA,6,8,0,1,5,21
1659,20190803,DET,TEX,4,5,0,1,3,25
1660,20190804,WAS,ARI,5,7,0,1,23,6
1661,20190804,CIN,ATL,6,4,0,1,27,4
1662,20190804,MIL,CHN,2,7,0,1,2,15
1663,20190804,SFN,COL,2,6,0,1,0,14
1664,20190804,SDN,LAN,10,11,0,1,17,19
1665,20190804,CHA,PHI,10,5,0,1,18,29
1666,20190804,NYN,PIT,13,2,0,1,16,7
1667,20190804,TOR,BAL,5,6,0,1,13,8
1668,20190804,ANA,CLE,2,6,0,1,12,24
1669,20190804,SEA,HOU,1,3,0,1,11,26
1670,20190804,KCA,MIN,0,3,0,1,10,9
1671,20190804,BOS,NYA,4,7,0,1,22,1
1672,20190804,SLN,OAK,2,4,0,1,20,28
1673,20190804,MIA,TBA,2,7,0,1,5,21
1674,20190804,DET,TEX,4,9,0,1,3,25
1675,20190805,PHI,ARI,7,3,0,1,29,6
1676,20190805,OAK,CHN,5,6,0,1,28,15
1677,20190805,ANA,CIN,4,7,0,1,12,27
1678,20190805,SLN,LAN,0,8,0,1,20,19
1679,20190805,MIA,NYN,2,6,0,1,5,16
1680,20190805,MIA,NYN,4,5,0,1,5,16
1681,20190805,MIL,PIT,9,7,0,1,2,7
1682,20190805,WAS,SFN,4,0,0,1,23,0
1683,20190805,NYA,BAL,9,6,0,1,1,8
1684,20190805,KCA,BOS,5,7,0,1,10,22
1685,20190805,TEX,CLE,1,0,0,1,25,24
1686,20190805,CHA,DET,7,4,0,1,18,3
1687,20190805,ATL,MIN,3,5,0,1,4,9
1688,20190805,TOR,TBA,2,0,0,1,13,21
1689,20190806,PHI,ARI,4,8,0,1,29,6
1690,20190806,OAK,CHN,11,4,0,1,28,15
1691,20190806,ANA,CIN,4,8,0,1,12,27
1692,20190806,SLN,LAN,1,3,0,1,20,19
1693,20190806,MIA,NYN,0,5,0,1,5,16
1694,20190806,MIL,PIT,4,3,0,1,2,7
1695,20190806,WAS,SFN,5,3,0,1,23,0
1696,20190806,NYA,BAL,9,4,0,1,1,8
1697,20190806,KCA,BOS,6,2,0,1,10,22
1698,20190806,CHA,DET,5,3,0,1,18,3
1699,20190806,CHA,DET,6,10,0,1,18,3
1700,20190806,COL,HOU,6,11,0,1,14,26
1701,20190806,ATL,MIN,12,7,0,1,4,9
1702,20190806,SDN,SEA,9,4,0,1,17,11
1703,20190806,TOR,TBA,6,7,0,1,13,21
1704,20190807,PHI,ARI,1,6,0,1,29,6
1705,20190807,OAK,CHN,1,10,0,1,28,15
1706,20190807,SLN,LAN,1,2,0,1,20,19
1707,20190807,MIA,NYN,2,7,0,1,5,16
1708,20190807,MIL,PIT,8,3,0,1,2,7
1709,20190807,WAS,SFN,4,1,0,1,23,0
1710,20190807,NYA,BAL,14,2,0,1,1,8
1711,20190807,KCA,BOS,4,5,0,1,10,22
1712,20190807,TEX,CLE,0,2,0,1,25,24
1713,20190807,TEX,CLE,1,5,0,1,25,24
1714,20190807,CHA,DET,8,1,0,1,18,3
1715,20190807,COL,HOU,3,14,0,1,14,26
1716,20190807,ATL,MIN,11,7,0,1,4,9
1717,20190807,SDN,SEA,2,3,0,1,17,11
1718,20190807,TOR,TBA,4,3,0,1,13,21
1719,20190808,CHN,CIN,12,5,0,1,15,27
1720,20190808,ATL,MIA,2,9,0,1,4,5
1721,20190808,COL,SDN,3,9,0,1,14,17
1722,20190808,PHI,SFN,0,5,0,1,29,0
1723,20190808,ANA,BOS,0,3,0,1,12,22
1724,20190808,KCA,DET,8,10,0,1,10,3
1725,20190808,CLE,MIN,7,5,0,1,24,9
1726,20190808,NYA,TOR,12,6,0,1,1,13
1727,20190809,CHN,CIN,2,5,0,1,15,27
1728,20190809,ARI,LAN,3,2,0,1,6,19
1729,20190809,ATL,MIA,8,4,0,1,4,5
1730,20190809,TEX,MIL,5,6,0,1,25,2
1731,20190809,WAS,NYN,6,7,0,1,23,16
1732,20190809,COL,SDN,1,7,0,1,14,17
1733,20190809,PHI,SFN,9,6,0,1,29,0
1734,20190809,PIT,SLN,2,6,0,1,7,20
1735,20190809,HOU,BAL,3,2,0,1,26,8
1736,20190809,ANA,BOS,4,16,0,1,12,22
1737,20190809,OAK,CHA,7,0,0,1,28,18
1738,20190809,KCA,DET,2,5,0,1,10,3
1739,20190809,CLE,MIN,6,2,0,1,24,9
1740,20190809,TBA,SEA,5,3,0,1,21,11
1741,20190809,NYA,TOR,2,8,0,1,1,13
1742,20190810,CHN,CIN,1,10,0,1,15,27
1743,20190810,ARI,LAN,0,4,0,1,6,19
1744,20190810,ATL,MIA,6,7,0,1,4,5
1745,20190810,TEX,MIL,2,3,0,1,25,2
1746,20190810,WAS,NYN,3,4,0,1,23,16
1747,20190810,COL,SDN,5,8,0,1,14,17
1748,20190810,PHI,SFN,1,3,0,1,29,0
1749,20190810,PIT,SLN,1,3,0,1,7,20
1750,20190810,HOU,BAL,23,2,0,1,26,8
1751,20190810,ANA,BOS,12,4,0,1,12,22
1752,20190810,OAK,CHA,2,3,0,1,28,18
1753,20190810,KCA,DET,7,0,0,1,10,3
1754,20190810,CLE,MIN,1,4,0,1,24,9
1755,20190810,TBA,SEA,5,4,0,1,21,11
1756,20190810,NYA,TOR,4,5,0,1,1,13
1757,20190811,CHN,CIN,6,3,0,1,15,27
1758,20190811,ARI,LAN,3,9,0,1,6,19
1759,20190811,ATL,MIA,5,4,0,1,4,5
1760,20190811,TEX,MIL,1,0,0,1,25,2
1761,20190811,WAS,NYN,7,4,0,1,23,16
1762,20190811,COL,SDN,8,3,0,1,14,17
1763,20190811,PHI,SFN,6,9,0,1,29,0
1764,20190811,PIT,SLN,9,11,0,1,7,20
1765,20190811,HOU,BAL,7,8,0,1,26,8
1766,20190811,ANA,BOS,5,4,0,1,12,22
1767,20190811,OAK,CHA,2,0,0,1,28,18
1768,20190811,KCA,DET,10,2,0,1,10,3
1769,20190811,CLE,MIN,7,3,0,1,24,9
1770,20190811,TBA,SEA,1,0,0,1,21,11
1771,20190811,NYA,TOR,1,0,0,1,1,13
1772,20190812,ARI,COL,8,6,0,1,6,14
1773,20190812,TBA,SDN,10,4,0,1,21,17
1774,20190812,CIN,WAS,6,7,0,1,27,23
1775,20190812,PIT,ANA,10,2,0,1,7,12
1776,20190812,BOS,CLE,5,6,0,1,22,24
1777,20190812,BAL,NYA,5,8,0,1,8,1
1778,20190812,BAL,NYA,8,11,0,1,8,1
1779,20190812,TEX,TOR,4,19,0,1,25,13
1780,20190813,NYN,ATL,3,5,0,1,16,4
1781,20190813,ARI,COL,9,3,0,1,6,14
1782,20190813,LAN,MIA,15,1,0,1,19,5
1783,20190813,MIN,MIL,7,5,0,1,9,2
1784,20190813,CHN,PHI,2,4,0,1,15,29
1785,20190813,TBA,SDN,7,5,0,1,21,17
1786,20190813,OAK,SFN,2,3,0,1,28,0
1787,20190813,CIN,WAS,1,3,0,1,27,23
1788,20190813,PIT,ANA,10,7,0,1,7,12
1789,20190813,HOU,CHA,6,2,0,1,26,18
1790,20190813,HOU,CHA,1,4,0,1,26,18
1791,20190813,BOS,CLE,7,6,0,1,22,24
1792,20190813,SEA,DET,11,6,0,1,11,3
1793,20190813,SLN,KCA,2,0,0,1,20,10
1794,20190813,BAL,NYA,3,8,0,1,8,1
1795,20190813,TEX,TOR,0,3,0,1,25,13
1796,20190814,NYN,ATL,4,6,0,1,16,4
1797,20190814,ARI,COL,6,7,0,1,6,14
1798,20190814,LAN,MIA,9,1,0,1,19,5
1799,20190814,MIN,MIL,5,6,0,1,9,2
1800,20190814,CHN,PHI,1,11,0,1,15,29
1801,20190814,TBA,SDN,2,7,0,1,21,17
1802,20190814,OAK,SFN,9,5,0,1,28,0
1803,20190814,CIN,WAS,7,17,0,1,27,23
1804,20190814,PIT,ANA,4,7,0,1,7,12
1805,20190814,HOU,CHA,9,13,0,1,26,18
1806,20190814,BOS,CLE,5,1,0,1,22,24
1807,20190814,SEA,DET,2,3,0,1,11,3
1808,20190814,SLN,KCA,6,0,0,1,20,10
1809,20190814,BAL,NYA,5,6,0,1,8,1
1810,20190814,TEX,TOR,7,3,0,1,25,13
1811,20190815,SFN,ARI,7,0,0,1,0,6
1812,20190815,NYN,ATL,10,8,0,1,16,4
1813,20190815,SLN,CIN,1,2,0,1,20,27
1814,20190815,LAN,MIA,7,13,0,1,19,5
1815,20190815,CHN,PHI,5,7,0,1,15,29
1816,20190815,CHA,ANA,7,8,0,1,18,12
1817,20190815,SEA,DET,7,2,0,1,11,3
1818,20190815,CLE,NYA,19,5,0,1,24,1
1819,20190815,HOU,OAK,6,7,0,1,26,28
1820,20190815,MIN,TEX,13,6,0,1,9,25
1821,20190816,SFN,ARI,10,9,0,1,0,6
1822,20190816,LAN,ATL,8,3,0,1,19,4
1823,20190816,SLN,CIN,13,4,0,1,20,27
1824,20190816,MIA,COL,0,3,0,1,5,14
1825,20190816,SDN,PHI,4,8,0,1,17,29
1826,20190816,CHN,PIT,2,3,0,1,15,7
1827,20190816,MIL,WAS,1,2,0,1,2,23
1828,20190816,CHA,ANA,7,2,0,1,18,12
1829,20190816,BAL,BOS,1,9,0,1,8,22
1830,20190816,NYN,KCA,1,4,0,1,16,10
1831,20190816,CLE,NYA,2,3,0,1,24,1
1832,20190816,HOU,OAK,2,3,0,1,26,28
1833,20190816,DET,TBA,2,0,0,1,3,21
1834,20190816,MIN,TEX,4,3,0,1,9,25
1835,20190816,SEA,TOR,3,7,0,1,11,13
1836,20190817,SFN,ARI,11,6,0,1,0,6
1837,20190817,LAN,ATL,3,4,0,1,19,4
1838,20190817,SLN,CIN,1,6,0,1,20,27
1839,20190817,MIA,COL,4,11,0,1,5,14
1840,20190817,SDN,PHI,5,3,0,1,17,29
1841,20190817,CHN,PIT,2,0,0,1,15,7
1842,20190817,MIL,WAS,15,14,0,1,2,23
1843,20190817,CHA,ANA,5,6,0,1,18,12
1844,20190817,BAL,BOS,0,4,0,1,8,22
1845,20190817,NYN,KCA,4,1,0,1,16,10
1846,20190817,CLE,NYA,5,6,0,1,24,1
1847,20190817,HOU,OAK,4,8,0,1,26,28
1848,20190817,DET,TBA,0,1,0,1,3,21
1849,20190817,MIN,TEX,12,7,0,1,9,25
